Country_Region,Last_Update,Confirmed,Deaths,ConfirmedPrevious,ConfirmedDailyIncrease,DeathsPrevious,DeathsDailyIncrease,ConfirmedPreviousIncrease,DeathsPreviousIncrease,ConfirmedSDSMA4,DeathsSDSMA4
France,2459273.5,3815639,86580,3795687,19952,86458,122,23996,185,-299,-5
France,2459274.5,3820369,86955,3815639,4730,86580,375,19952,122,11,6
France,2459275.5,3843241,87373,3820369,22872,86955,418,4730,375,385,-2
France,2459276.5,3870144,87695,3843241,26903,87373,322,22872,418,-661,6
France,2459277.5,3895430,87988,3870144,25286,87695,293,26903,322,-18,5
France,2459278.5,3918937,88427,3895430,23507,87988,439,25286,293,-244,-15
France,2459279.5,3942243,88597,3918937,23306,88427,170,23507,439,-99,-2
France,2459280.5,3964078,88727,3942243,21835,88597,130,23306,170,269,1
France,2459281.5,3969612,89090,3964078,5534,88727,363,21835,130,115,-1
France,2459282.5,3992755,89455,3969612,23143,89090,365,5534,363,39,-8
France,2459283.5,4022429,89707,3992755,29674,89455,252,23143,365,396,-10
France,2459284.5,4050558,89984,4022429,28129,89707,277,29674,252,406,-2
France,2459285.5,4075735,90207,4050558,25177,89984,223,28129,277,238,-31
France,2459286.5,4105527,90376,4075735,29792,90207,169,25177,223,927,0
France,2459287.5,4131874,90583,4105527,26347,90376,207,29792,169,644,11
France,2459288.5,4138345,90924,4131874,6471,90583,341,26347,207,134,-3
France,2459289.5,4168411,91324,4138345,30066,90924,400,6471,341,989,5
France,2459290.5,4206912,91411,4168411,38501,91324,87,30066,400,1261,-24
France,2459291.5,4241973,91833,4206912,35061,91411,422,38501,87,991,21
France,2459292.5,4277171,92118,4241973,35198,91833,285,35061,422,1431,9
France,2459293.5,4312510,92295,4277171,35339,92118,177,35198,285,793,1
France,2459294.5,4343097,92433,4312510,30587,92295,138,35339,177,605,-10
France,2459295.5,4358910,92776,4343097,15813,92433,343,30587,138,1335,0
France,2459296.5,4373607,93064,4358910,14697,92776,288,15813,343,-2196,-16
France,2459297.5,4438999,93310,4373607,65392,93064,246,14697,288,3842,23
France,2459298.5,4484659,93535,4438999,45660,93310,225,65392,246,1514,-28
France,2459299.5,4526530,94432,4484659,41871,93535,897,45660,225,953,87
France,2459300.5,4569164,94623,4526530,42634,94432,191,41871,897,1042,2
France,2459301.5,4606185,94754,4569164,37021,94623,131,42634,191,920,-1
France,2459302.5,4615295,95114,4606185,9110,94754,360,37021,131,-958,3
France,2459303.5,4646014,95495,4615295,30719,95114,381,9110,360,2289,13
France,2459304.5,4705068,95798,4646014,59054,95495,303,30719,381,-906,8
France,2459305.5,4755779,96106,4705068,50711,95798,308,59054,303,722,12
France,2459306.5,4802457,96438,4755779,46678,96106,332,50711,308,687,-81
France,2459307.5,4802545,96439,4802457,88,96438,1,46678,332,-6078,-27
France,2459308.5,4883174,96808,4802545,80629,96439,369,88,1,6229,34
France,2459309.5,4893971,97005,4883174,10797,96808,197,80629,369,241,-23
France,2459310.5,4902025,97431,4893971,8054,97005,426,10797,197,-3237,6
France,2459311.5,4902985,97444,4902025,960,97431,13,8054,426,-8300,-41
France,2459312.5,5000155,98196,4902985,97170,97444,752,960,13,6637,63
France,2459313.5,5000314,98202,5000155,159,98196,6,97170,752,-6645,-46
France,2459314.5,5001685,98213,5000314,1371,98202,11,159,6,183,1
France,2459315.5,5119585,98909,5001685,117900,98213,696,1371,11,5325,47
France,2459316.5,5128140,99294,5119585,8555,98909,385,117900,696,-321,27
France,2459317.5,5167265,99639,5128140,39125,99294,345,8555,385,4439,-12
France,2459318.5,5210772,99936,5167265,43507,99639,297,39125,345,6078,41
France,2459319.5,5248853,100232,5210772,38081,99936,296,43507,297,-8441,-66
France,2459320.5,5285304,100563,5248853,36451,100232,331,38081,296,5184,47
France,2459321.5,5321176,100752,5285304,35872,100563,189,36451,331,4929,25
France,2459322.5,5350521,100892,5321176,29345,100752,140,35872,189,-12651,-79
France,2459323.5,5357229,101339,5350521,6708,100892,447,29345,140,-263,9
France,2459324.5,5401305,101713,5357229,44076,101339,374,6708,447,707,4
France,2459325.5,5436229,102046,5401305,34924,101713,333,44076,374,-1226,5
France,2459326.5,5469674,102323,5436229,33445,102046,277,34924,333,-663,-3
France,2459327.5,5502014,102655,5469674,32340,102323,332,33445,277,-587,0
France,2459328.5,5534656,102872,5502014,32642,102655,217,32340,332,-461,4
France,2459329.5,5559121,103017,5534656,24465,102872,145,32642,217,-697,1
Italy,2458879.5,2,,,,,,,,,
Italy,2458880.5,2,0,2,0,,,,,,
Italy,2458881.5,2,0,2,0,0,0,0,,0,
Italy,2458882.5,2,0,2,0,0,0,0,0,0,0
Italy,2458883.5,2,0,2,0,0,0,0,0,0,0
Italy,2458884.5,2,0,2,0,0,0,0,0,0,0
Italy,2458885.5,2,0,2,0,0,0,0,0,0,0
Italy,2458886.5,3,0,2,1,0,0,0,0,0,0
Italy,2458887.5,3,0,3,0,0,0,1,0,0,0
Italy,2458888.5,3,0,3,0,0,0,0,0,0,0
Italy,2458889.5,3,0,3,0,0,0,0,0,0,0
Italy,2458890.5,3,0,3,0,0,0,0,0,0,0
Italy,2458891.5,3,0,3,0,0,0,0,0,0,0
Italy,2458892.5,3,0,3,0,0,0,0,0,0,0
Italy,2458893.5,3,0,3,0,0,0,0,0,0,0
Italy,2458894.5,3,0,3,0,0,0,0,0,0,0
Italy,2458895.5,3,0,3,0,0,0,0,0,0,0
Italy,2458896.5,3,0,3,0,0,0,0,0,0,0
Italy,2458897.5,3,0,3,0,0,0,0,0,0,0
Italy,2458898.5,3,0,3,0,0,0,0,0,0,0
Italy,2458899.5,3,0,3,0,0,0,0,0,0,0
Italy,2458900.5,20,1,3,17,0,1,0,0,2,0
Italy,2458901.5,62,2,20,42,1,1,17,1,6,0
Italy,2458902.5,155,3,62,93,2,1,42,1,13,0
Italy,2458903.5,229,7,155,74,3,4,93,1,11,1
Italy,2458904.5,322,10,229,93,7,3,74,4,13,0
Italy,2458905.5,453,12,322,131,10,2,93,3,19,0
Italy,2458906.5,655,17,453,202,12,5,131,2,29,1
Italy,2458907.5,888,21,655,233,17,4,202,5,31,0
Italy,2458908.5,1128,29,888,240,21,8,233,4,28,1
Italy,2458909.5,1694,34,1128,566,29,5,240,8,67,1
Italy,2458910.5,2036,52,1694,342,34,18,566,5,39,2
Italy,2458911.5,2502,79,2036,466,52,27,342,18,53,3
Italy,2458912.5,3089,107,2502,587,79,28,466,27,65,4
Italy,2458913.5,3858,148,3089,769,107,41,587,28,81,5
Italy,2458914.5,4636,197,3858,778,148,49,769,41,78,7
Italy,2458915.5,5883,233,4636,1247,197,36,778,49,144,4
Italy,2458916.5,7375,366,5883,1492,233,133,1247,36,132,18
Italy,2458917.5,9172,463,7375,1797,366,97,1492,133,208,11
Italy,2458918.5,10149,631,9172,977,463,168,1797,97,73,20
Italy,2458919.5,12462,827,10149,2313,631,196,977,168,247,24
Italy,2458920.5,12462,827,12462,0,827,0,2313,196,-110,-5
Italy,2458921.5,17660,1266,12462,5198,827,439,0,0,631,55
Italy,2458922.5,21157,1441,17660,3497,1266,175,5198,439,322,20
Italy,2458923.5,24747,1809,21157,3590,1441,368,3497,175,299,34
Italy,2458924.5,27980,2158,24747,3233,1809,349,3590,368,205,36
Italy,2458925.5,31506,2503,27980,3526,2158,345,3233,349,365,25
Italy,2458926.5,35713,2978,31506,4207,2503,475,3526,345,270,40
Italy,2458927.5,41035,3405,35713,5322,2978,427,4207,475,760,61
Italy,2458928.5,47021,4032,41035,5986,3405,627,5322,427,113,27
Italy,2458929.5,53578,4825,47021,6557,4032,793,5986,627,437,88
Italy,2458930.5,59138,5476,53578,5560,4825,651,6557,793,282,40
Italy,2458931.5,63927,6077,59138,4789,5476,601,5560,651,222,36
Italy,2458932.5,69176,6820,63927,5249,6077,743,4789,601,246,57
Italy,2458933.5,74386,7503,69176,5210,6820,683,5249,743,143,30
Italy,2458934.5,80589,8215,74386,6203,7503,712,5210,683,126,41
Italy,2458935.5,86498,9134,80589,5909,8215,919,6203,712,-11,41
Italy,2458936.5,92472,10023,86498,5974,9134,889,5909,919,-83,14
Italy,2458937.5,97689,10779,92472,5217,10023,756,5974,889,-49,15
Italy,2458938.5,101739,11591,97689,4050,10779,812,5217,756,-106,30
Italy,2458939.5,105792,12428,101739,4053,11591,837,4050,812,-171,14
Italy,2458940.5,110574,13155,105792,4782,12428,727,4053,837,-61,6
Italy,2458941.5,115242,13915,110574,4668,13155,760,4782,727,-219,7
Italy,2458942.5,119827,14681,115242,4585,13915,766,4668,760,-189,-22
Italy,2458943.5,124632,15362,119827,4805,14681,681,4585,766,-167,-30
Italy,2458944.5,128948,15887,124632,4316,15362,525,4805,681,-129,-33
Italy,2458945.5,132547,16523,128948,3599,15887,636,4316,525,-64,-25
Italy,2458946.5,135586,17127,132547,3039,16523,604,3599,636,-145,-33
Italy,2458947.5,139422,17669,135586,3836,17127,542,3039,604,-135,-27
Italy,2458948.5,143626,18279,139422,4204,17669,610,3836,542,-67,-21
Italy,2458949.5,147577,18849,143626,3951,18279,570,4204,610,-90,-28
Italy,2458950.5,152271,19468,147577,4694,18849,619,3951,570,-16,-9
Italy,2458951.5,156363,19899,152271,4092,19468,431,4694,619,-32,-13
Italy,2458952.5,159516,20465,156363,3153,19899,566,4092,431,-64,-10
Italy,2458953.5,162488,21067,159516,2972,20465,602,3153,566,-9,-1
Italy,2458954.5,165155,21645,162488,2667,21067,578,2972,602,-167,6
Italy,2458955.5,168941,22170,165155,3786,21645,525,2667,578,-60,-13
Italy,2458956.5,172434,22745,168941,3493,22170,575,3786,525,-65,1
Italy,2458957.5,175925,23227,172434,3491,22745,482,3493,575,-172,-19
Italy,2458958.5,178972,23660,175925,3047,23227,433,3491,482,-150,0
Italy,2458959.5,181228,24114,178972,2256,23660,454,3047,433,-128,-16
Italy,2458960.5,183957,24648,181228,2729,24114,534,2256,454,-34,-10
Italy,2458961.5,187327,25085,183957,3370,24648,437,2729,534,100,-20
Italy,2458962.5,189973,25549,187327,2646,25085,464,3370,437,-163,-9
Italy,2458963.5,192994,25969,189973,3021,25549,420,2646,464,-67,-22
Italy,2458964.5,195351,26384,192994,2357,25969,415,3021,420,-162,-9
Italy,2458965.5,197675,26644,195351,2324,26384,260,2357,415,-104,-25
Italy,2458966.5,199414,26977,197675,1739,26644,333,2324,260,-73,-17
Italy,2458967.5,201505,27359,199414,2091,26977,382,1739,333,-92,-22
Italy,2458968.5,203591,27682,201505,2086,27359,323,2091,382,-183,-16
Italy,2458969.5,205463,27967,203591,1872,27682,285,2086,323,-111,-26
Italy,2458970.5,207428,28236,205463,1965,27967,269,1872,285,-150,-22
Italy,2458971.5,209328,28710,207428,1900,28236,474,1965,269,-66,9
Italy,2458972.5,210717,28884,209328,1389,28710,174,1900,474,-133,-12
Italy,2458973.5,211938,29079,210717,1221,28884,195,1389,174,-74,-20
Italy,2458974.5,213013,29315,211938,1075,29079,236,1221,195,-145,-21
Italy,2458975.5,214457,29684,213013,1444,29315,369,1075,236,-92,7
Italy,2458976.5,215858,29958,214457,1401,29684,274,1444,369,-67,-2
Italy,2458977.5,217185,30201,215858,1327,29958,243,1401,274,-92,-4
Italy,2458978.5,218268,30395,217185,1083,30201,194,1327,243,-116,-40
Italy,2458979.5,219070,30560,218268,802,30395,165,1083,194,-84,-1
Italy,2458980.5,219814,30739,219070,744,30560,179,802,165,-68,-2
Italy,2458981.5,221216,30911,219814,1402,30739,172,744,179,46,-9
Italy,2458982.5,222104,31106,221216,888,30911,195,1402,172,-79,-25
Italy,2458983.5,223096,31368,222104,992,31106,262,888,195,-58,-2
Italy,2458984.5,223885,31610,223096,789,31368,242,992,262,-77,0
Italy,2458985.5,224760,31763,223885,875,31610,153,789,242,-30,-6
Italy,2458986.5,225435,31908,224760,675,31763,145,875,153,-18,-3
Italy,2458987.5,225886,32007,225435,451,31908,99,675,145,-42,-11
Italy,2458988.5,226699,32169,225886,813,32007,162,451,99,-84,-2
Italy,2458989.5,227364,32330,226699,665,32169,161,813,162,-32,-5
Italy,2458990.5,228006,32486,227364,642,32330,156,665,161,-50,-15
Italy,2458991.5,228658,32616,228006,652,32486,130,642,156,-20,-16
Italy,2458992.5,229327,32735,228658,669,32616,119,652,130,-29,-5
Italy,2458993.5,229858,32785,229327,531,32735,50,669,119,-21,-13
Italy,2458994.5,230158,32877,229858,300,32785,92,531,50,-21,-1
Italy,2458995.5,230555,32955,230158,397,32877,78,300,92,-60,-12
Italy,2458996.5,231139,33072,230555,584,32955,117,397,78,-11,-6
Italy,2458997.5,231732,33142,231139,593,33072,70,584,117,-7,-13
Italy,2458998.5,232248,33229,231732,516,33142,87,593,70,-20,-6
Italy,2458999.5,232664,33340,232248,416,33229,111,516,87,-36,-1
Italy,2459000.5,232997,33415,232664,333,33340,75,416,111,-28,4
Italy,2459001.5,233197,33475,232997,200,33415,60,333,75,-14,-5
Italy,2459002.5,233515,33530,233197,318,33475,55,200,60,-12,-3
Italy,2459003.5,233836,33601,233515,321,33530,71,318,55,-37,-7
Italy,2459004.5,234013,33689,233836,177,33601,88,321,71,-60,3
Italy,2459005.5,234531,33774,234013,518,33689,85,177,88,1,-1
Italy,2459006.5,234801,33846,234531,270,33774,72,518,85,-21,-5
Italy,2459007.5,234998,33899,234801,197,33846,53,270,72,-20,-3
Italy,2459008.5,235278,33964,234998,280,33899,65,197,53,12,0
Italy,2459009.5,235561,34043,235278,283,33964,79,280,65,-5,4
Italy,2459010.5,235763,34114,235561,202,34043,71,283,79,-17,0
Italy,2459011.5,236142,34167,235763,379,34114,53,202,71,29,-5
Italy,2459012.5,236305,34223,236142,163,34167,56,379,53,-51,-4
Italy,2459013.5,236651,34301,236305,346,34223,78,163,56,11,1
Italy,2459014.5,236989,34345,236651,338,34301,44,346,78,20,-2
Italy,2459015.5,237290,34371,236989,301,34345,26,338,44,3,-5
Italy,2459016.5,237500,34405,237290,210,34371,34,301,26,-10,-7
Italy,2459017.5,237828,34448,237500,328,34405,43,210,34,18,-4
Italy,2459018.5,238159,34514,237828,331,34448,66,328,43,-7,2
Italy,2459019.5,238011,34561,238159,-148,34514,47,331,66,-45,-1
Italy,2459020.5,238275,34610,238011,264,34561,49,-148,47,-11,-4
Italy,2459021.5,238499,34634,238275,224,34610,24,264,49,-17,-3
Italy,2459022.5,238720,34657,238499,221,34634,23,224,24,-11,-1
Italy,2459023.5,238833,34675,238720,113,34657,18,221,23,-14,-2
Italy,2459024.5,239410,34644,238833,577,34675,-31,113,18,36,-10
Italy,2459025.5,239706,34678,239410,296,34644,34,577,-31,-5,-5
Italy,2459026.5,239961,34708,239706,255,34678,30,296,34,57,-2
Italy,2459027.5,240136,34716,239961,175,34708,8,255,30,-13,-6
Italy,2459028.5,240310,34738,240136,174,34716,22,175,8,-7,-1
Italy,2459029.5,240436,34744,240310,126,34738,6,174,22,-13,-2
Italy,2459030.5,240578,34767,240436,142,34744,23,126,6,4,1
Italy,2459031.5,240760,34788,240578,182,34767,21,142,23,-57,7
Italy,2459032.5,240961,34818,240760,201,34788,30,182,21,-13,0
Italy,2459033.5,241184,34833,240961,223,34818,15,201,30,-5,-3
Italy,2459034.5,241419,34854,241184,235,34833,21,223,15,9,2
Italy,2459035.5,241611,34861,241419,192,34854,7,235,21,2,-2
Italy,2459036.5,241819,34869,241611,208,34861,8,192,7,12,0
Italy,2459037.5,241956,34899,241819,137,34869,30,208,8,-1,1
Italy,2459038.5,242149,34914,241956,193,34899,15,137,30,2,0
Italy,2459039.5,242363,34926,242149,214,34914,12,193,15,2,-3
Italy,2459040.5,242639,34938,242363,276,34926,12,214,12,7,0
Italy,2459041.5,242827,34945,242639,188,34938,7,276,12,-6,-2
Italy,2459042.5,243061,34954,242827,234,34945,9,188,7,6,0
Italy,2459043.5,243230,34967,243061,169,34954,13,234,9,-6,1
Italy,2459044.5,243344,34984,243230,114,34967,17,169,13,-3,-2
Italy,2459045.5,243506,34997,243344,162,34984,13,114,17,-5,-1
Italy,2459046.5,243736,35017,243506,230,34997,20,162,13,3,2
Italy,2459047.5,243967,35028,243736,231,35017,11,230,20,-7,-1
Italy,2459048.5,244216,35042,243967,249,35028,14,231,11,9,1
Italy,2459049.5,244434,35045,244216,218,35042,3,249,14,-2,0
Italy,2459050.5,244624,35058,244434,190,35045,13,218,3,3,0
Italy,2459051.5,244752,35073,244624,128,35058,15,190,13,2,-1
Italy,2459052.5,245032,35082,244752,280,35073,9,128,15,17,0
Italy,2459053.5,245338,35092,245032,306,35082,10,280,9,10,-2
Italy,2459054.5,245590,35097,245338,252,35092,5,306,10,3,-1
Italy,2459055.5,245864,35102,245590,274,35097,5,252,5,4,-1
Italy,2459056.5,246118,35107,245864,254,35102,5,274,5,5,0
Italy,2459057.5,246286,35112,246118,168,35107,5,254,5,-3,-1
Italy,2459058.5,246488,35123,246286,202,35112,11,168,5,11,0
Italy,2459059.5,246776,35129,246488,288,35123,6,202,11,1,-1
Italy,2459060.5,247158,35132,246776,382,35129,3,288,6,11,-1
Italy,2459061.5,247537,35141,247158,379,35132,9,382,3,18,1
Italy,2459062.5,247832,35146,247537,295,35141,5,379,9,3,0
Italy,2459063.5,248070,35154,247832,238,35146,8,295,5,-3,0
Italy,2459064.5,248229,35166,248070,159,35154,12,238,8,-1,1
Italy,2459065.5,248419,35171,248229,190,35166,5,159,12,-2,-1
Italy,2459066.5,248803,35181,248419,384,35171,10,190,5,14,1
Italy,2459067.5,249204,35187,248803,401,35181,6,384,10,3,0
Italy,2459068.5,249756,35190,249204,552,35187,3,401,6,25,0
Italy,2459069.5,250103,35203,249756,347,35190,13,552,3,7,1
Italy,2459070.5,250566,35205,250103,463,35203,2,347,13,32,-1
Italy,2459071.5,250825,35209,250566,259,35205,4,463,2,14,-1
Italy,2459072.5,251237,35215,250825,412,35209,6,259,4,32,0
Italy,2459073.5,251713,35225,251237,476,35215,10,412,6,13,0
Italy,2459074.5,252235,35231,251713,522,35225,6,476,10,18,0
Italy,2459075.5,252809,35234,252235,574,35231,3,522,6,3,0
Italy,2459076.5,253438,35392,252809,629,35234,158,574,3,40,21
Italy,2459077.5,253915,35396,253438,477,35392,4,629,158,2,0
Italy,2459078.5,254235,35400,253915,320,35396,4,477,4,9,0
Italy,2459079.5,254636,35405,254235,401,35400,5,320,4,-2,0
Italy,2459080.5,255278,35412,254636,642,35405,7,401,5,24,-1
Italy,2459081.5,256118,35418,255278,840,35412,6,642,7,45,0
Italy,2459082.5,257065,35427,256118,947,35418,9,840,6,54,1
Italy,2459083.5,258136,35430,257065,1071,35427,3,947,9,63,-22
Italy,2459084.5,259345,35437,258136,1209,35430,7,1071,3,104,0
Italy,2459085.5,260298,35441,259345,953,35437,4,1209,7,91,0
Italy,2459086.5,261174,35445,260298,876,35441,4,953,4,68,0
Italy,2459087.5,262540,35458,261174,1366,35445,13,876,4,103,1
Italy,2459088.5,263949,35463,262540,1409,35458,5,1366,13,81,0
Italy,2459089.5,265409,35472,263949,1460,35463,9,1409,5,74,0
Italy,2459090.5,266853,35473,265409,1444,35472,1,1460,9,53,0
Italy,2459091.5,268218,35477,266853,1365,35473,4,1444,1,22,-1
Italy,2459092.5,269214,35483,268218,996,35477,6,1365,4,6,1
Italy,2459093.5,270189,35491,269214,975,35483,8,996,6,14,0
Italy,2459094.5,271515,35497,270189,1326,35491,6,975,8,-5,-1
Italy,2459095.5,272912,35507,271515,1397,35497,10,1326,6,-2,1
Italy,2459096.5,274644,35518,272912,1732,35507,11,1397,10,39,0
Italy,2459097.5,276338,35534,274644,1694,35518,16,1732,11,36,2
Italy,2459098.5,277634,35541,276338,1296,35534,7,1694,16,-10,1
Italy,2459099.5,278784,35553,277634,1150,35541,12,1296,7,22,1
Italy,2459100.5,280153,35563,278784,1369,35553,10,1150,12,56,0
Italy,2459101.5,281583,35577,280153,1430,35563,14,1369,10,15,1
Italy,2459102.5,283180,35587,281583,1597,35577,10,1430,14,28,0
Italy,2459103.5,284796,35597,283180,1616,35587,10,1597,10,-16,0
Italy,2459104.5,286297,35603,284796,1501,35597,6,1616,10,-28,-2
Italy,2459105.5,287753,35610,286297,1456,35603,7,1501,6,23,0
Italy,2459106.5,288761,35624,287753,1008,35610,14,1456,7,-20,1
Italy,2459107.5,289990,35633,288761,1229,35624,9,1008,14,-20,0
Italy,2459108.5,291442,35645,289990,1452,35633,12,1229,9,3,-1
Italy,2459109.5,293025,35658,291442,1583,35645,13,1452,12,-2,1
Italy,2459110.5,294932,35668,293025,1907,35658,10,1583,13,42,0
Italy,2459111.5,296569,35692,294932,1637,35668,24,1907,10,19,2
Italy,2459112.5,298156,35707,296569,1587,35692,15,1637,24,19,1
Italy,2459113.5,299506,35724,298156,1350,35707,17,1587,15,49,1
Italy,2459114.5,300897,35738,299506,1391,35724,14,1350,17,23,1
Italy,2459115.5,302537,35758,300897,1640,35738,20,1391,14,27,1
Italy,2459116.5,304323,35781,302537,1786,35758,23,1640,20,29,1
Italy,2459117.5,306235,35801,304323,1912,35781,20,1786,23,0,2
Italy,2459118.5,308104,35818,306235,1869,35801,17,1912,20,33,-1
Italy,2459119.5,309870,35835,308104,1766,35818,17,1869,17,26,0
Italy,2459120.5,311364,35851,309870,1494,35835,16,1766,17,21,0
Italy,2459121.5,313011,35875,311364,1647,35851,24,1494,16,36,1
Italy,2459122.5,314861,35894,313011,1850,35875,19,1647,24,30,0
Italy,2459123.5,317409,35918,314861,2548,35894,24,1850,19,109,0
Italy,2459124.5,319908,35941,317409,2499,35918,23,2548,24,84,1
Italy,2459125.5,322751,35968,319908,2843,35941,27,2499,23,139,1
Italy,2459126.5,325329,35986,322751,2578,35968,18,2843,27,116,0
Italy,2459127.5,327586,36002,325329,2257,35986,16,2578,18,109,0
Italy,2459128.5,330263,36030,327586,2677,36002,28,2257,16,147,1
Italy,2459129.5,333940,36061,330263,3677,36030,31,2677,28,261,1
Italy,2459130.5,338398,36083,333940,4458,36061,22,3677,31,273,0
Italy,2459131.5,343770,36111,338398,5372,36083,28,4458,22,410,1
Italy,2459132.5,349494,36140,343770,5724,36111,29,5372,28,412,0
Italy,2459133.5,354950,36166,349494,5456,36140,26,5724,29,411,1
Italy,2459134.5,359569,36205,354950,4619,36166,39,5456,26,338,4
Italy,2459135.5,365467,36246,359569,5898,36205,41,4619,39,460,1
Italy,2459136.5,372799,36289,365467,7332,36246,43,5898,41,522,2
Italy,2459137.5,381602,36372,372799,8803,36289,83,7332,43,621,9
Italy,2459138.5,391611,36427,381602,10009,36372,55,8803,83,662,4
Italy,2459139.5,402536,36474,391611,10925,36427,47,10009,55,743,2
Italy,2459140.5,414241,36543,402536,11705,36474,69,10925,47,893,6
Italy,2459141.5,423578,36616,414241,9337,36543,73,11705,69,674,5
Italy,2459142.5,434449,36705,423578,10871,36616,89,9337,73,710,7
Italy,2459143.5,449648,36832,434449,15199,36705,127,10871,89,1124,12
Italy,2459144.5,465726,36968,449648,16078,36832,136,15199,127,1039,8
Italy,2459145.5,484869,37059,465726,19143,36968,91,16078,136,1305,5
Italy,2459146.5,504509,37210,484869,19640,37059,151,19143,91,1245,15
Italy,2459147.5,525782,37338,504509,21273,37210,128,19640,151,1367,8
Italy,2459148.5,542789,37479,525782,17007,37338,141,21273,128,1096,10
Italy,2459149.5,564778,37700,542789,21989,37479,221,17007,141,1588,19
Italy,2459150.5,589766,37905,564778,24988,37700,205,21989,221,1398,11
Italy,2459151.5,616595,38122,589766,26829,37905,217,24988,205,1536,11
Italy,2459152.5,647674,38321,616595,31079,38122,199,26829,217,1705,16
Italy,2459153.5,679430,38618,647674,31756,38321,297,31079,199,1731,21
Italy,2459154.5,709335,38826,679430,29905,38618,208,31756,297,1233,11
Italy,2459155.5,731588,39059,709335,22253,38826,233,29905,208,750,13
Italy,2459156.5,759829,39412,731588,28241,39059,353,22253,233,893,19
Italy,2459157.5,790377,39764,759829,30548,39412,352,28241,353,794,21
Italy,2459158.5,824879,40192,790377,34502,39764,428,30548,352,1096,30
Italy,2459159.5,862681,40638,824879,37802,40192,446,34502,428,961,36
Italy,2459160.5,902490,41063,862681,39809,40638,425,37802,446,1150,18
Italy,2459161.5,935104,41394,902490,32614,41063,331,39809,425,387,17
Italy,2459162.5,960373,41750,935104,25269,41394,356,32614,331,431,18
Italy,2459163.5,995463,42330,960373,35090,41750,580,25269,356,979,32
Italy,2459164.5,1028424,42953,995463,32961,42330,623,35090,580,344,39
Italy,2459165.5,1066401,43589,1028424,37977,42953,636,32961,623,497,30
Italy,2459166.5,1107303,44139,1066401,40902,43589,550,37977,636,443,15
Italy,2459167.5,1144552,44683,1107303,37249,44139,544,40902,550,-366,17
Italy,2459168.5,1178529,45229,1144552,33977,44683,546,37249,544,195,30
Italy,2459169.5,1205881,45733,1178529,27352,45229,504,33977,546,297,22
Italy,2459170.5,1238072,46464,1205881,32191,45733,731,27352,504,-414,21
Italy,2459171.5,1272352,47217,1238072,34280,46464,753,32191,731,188,19
Italy,2459172.5,1308528,47870,1272352,36176,47217,653,34280,753,-257,2
Italy,2459173.5,1345767,48569,1308528,37239,47870,699,36176,653,-523,21
Italy,2459174.5,1380531,49261,1345767,34764,48569,692,37239,699,-355,22
Italy,2459175.5,1408868,49823,1380531,28337,49261,562,34764,692,-806,2
Italy,2459176.5,1431795,50453,1408868,22927,49823,630,28337,562,-632,18
Italy,2459177.5,1455022,51306,1431795,23227,50453,853,22927,630,-1281,17
Italy,2459178.5,1480874,52028,1455022,25852,51306,722,23227,853,-1204,-4
Italy,2459179.5,1509875,52850,1480874,29001,52028,822,25852,722,-1025,24
Italy,2459180.5,1538217,53677,1509875,28342,52850,827,29001,822,-1271,18
Italy,2459181.5,1564532,54363,1538217,26315,53677,686,28342,827,-1207,-1
Italy,2459182.5,1585178,54904,1564532,20646,54363,541,26315,686,-1098,-3
Italy,2459183.5,1601554,55576,1585178,16376,54904,672,20646,541,-936,6
Italy,2459184.5,1620901,56361,1601554,19347,55576,785,16376,672,-554,-9
Italy,2459185.5,1641610,57045,1620901,20709,56361,684,19347,785,-735,-6
Italy,2459186.5,1664829,58038,1641610,23219,57045,993,20709,684,-826,25
Italy,2459187.5,1688939,58852,1664829,24110,58038,814,23219,993,-605,-2
Italy,2459188.5,1709991,59514,1688939,21052,58852,662,24110,814,-752,-4
Italy,2459189.5,1728878,60078,1709991,18887,59514,564,21052,662,-251,4
Italy,2459190.5,1742557,60606,1728878,13679,60078,528,18887,564,-385,-21
Italy,2459191.5,1757394,61240,1742557,14837,60606,634,13679,528,-644,-21
Italy,2459192.5,1770149,61739,1757394,12755,61240,499,14837,634,-1137,-27
Italy,2459193.5,1787147,62626,1770149,16998,61739,887,12755,499,-888,-15
Italy,2459194.5,1805873,63387,1787147,18726,62626,761,16998,887,-770,-8
Italy,2459195.5,1825775,64036,1805873,19902,63387,649,18726,761,-164,-1
Italy,2459196.5,1843712,64520,1825775,17937,64036,484,19902,649,-136,-12
Italy,2459197.5,1855737,65011,1843712,12025,64520,491,17937,484,-236,-5
Italy,2459198.5,1870576,65857,1855737,14839,65011,846,12025,491,0,30
Italy,2459199.5,1888144,66537,1870576,17568,65857,680,14839,846,688,26
Italy,2459200.5,1906377,67220,1888144,18233,66537,683,17568,680,176,-29
Italy,2459201.5,1921778,67894,1906377,15401,67220,674,18233,683,-475,-13
Italy,2459202.5,1938083,68447,1921778,16305,67894,553,15401,674,-513,-13
Italy,2459203.5,1953185,68799,1938083,15102,68447,352,16305,553,-405,-19
Italy,2459204.5,1964054,69214,1953185,10869,68799,415,15102,352,-166,-11
Italy,2459205.5,1977370,69842,1964054,13316,69214,628,10869,415,-217,-31
Italy,2459206.5,1991278,70395,1977370,13908,69842,553,13316,628,-523,-18
